source,bias,factual_reporting,country,media_type,popularity,mbfc_credibility_rating
fox2now.com,neutral,high,usa,tv station,medium traffic,high credibility
ktvq.com,neutral,high,usa,tv station,medium traffic,high credibility
ktvu.com,neutral,high,usa,tv station,high traffic,high credibility
abc4.com,neutral,high,usa,tv station,medium traffic,high credibility
ktvz.com,neutral,high,usa,tv station,medium traffic,high credibility
fox40.com,neutral,high,usa,tv station,medium traffic,high credibility
nonstoplocal.com,neutral,high,usa,tv station,minimal traffic,high credibility
valleycentral.com,neutral,high,usa,tv station,medium traffic,high credibility
kvia.com,neutral,high,usa,tv station,medium traffic,high credibility
kvoa.com,neutral,high,usa,tv station,medium traffic,high credibility
kvue.com,neutral,high,usa,tv station,medium traffic,high credibility
fox5vegas.com,neutral,high,usa,tv station,medium traffic,high credibility
kwch.com,neutral,high,usa,tv station,medium traffic,high credibility
newswest9.com,neutral,high,usa,tv station,minimal traffic,high credibility
fox44news.com,neutral,high,usa,tv station,minimal traffic,high credibility
weau.com,neutral,high,usa,tv station,medium traffic,high credibility
news9.com,neutral,high,usa,tv station,high traffic,high credibility
kwtx.com,neutral,high,usa,tv station,medium traffic,high credibility
kwwl.com,neutral,high,usa,tv station,medium traffic,high credibility
kxan.com,neutral,high,usa,tv station,medium traffic,high credibility
kxii.com,neutral,high,usa,tv station,medium traffic,high credibility
kxlf.com,neutral,high,usa,tv station,minimal traffic,high credibility
kxlh.com,neutral,high,usa,tv station,minimal traffic,high credibility
kxly.com,neutral,high,usa,tv station,medium traffic,high credibility
kxnet.com,neutral,high,usa,tv station,medium traffic,high credibility
fox21news.com,neutral,high,usa,tv station,medium traffic,high credibility
abc10.com,neutral,high,usa,tv station,medium traffic,high credibility
kxxv.com,neutral,high,usa,tv station,medium traffic,high credibility
kyma.com,neutral,high,usa,tv station,medium traffic,high credibility
kyoutv.com,neutral,high,usa,tv station,medium traffic,high credibility
cbs19.tv,neutral,high,usa,tv station,minimal traffic,high credibility
lacrossetribune.com,neutral,high,usa,newspaper,medium traffic,high credibility
ledevoir.com,neutral,high,canada,newspaper,high traffic,high credibility
lahainanews.com,neutral,high,usa,newspaper,minimal traffic,high credibility
record-bee.com,neutral,high,usa,newspaper,minimal traffic,high credibility
lakegenevanews.net,neutral,high,usa,newspaper,medium traffic,high credibility
lalibre.be,neutral,high,belgium,newspaper,high traffic,high credibility
law360.com,neutral,high,usa,website,medium traffic,high credibility
ljworld.com,neutral,high,usa,newspaper,medium traffic,high credibility
leavenworthtimes.com,neutral,high,usa,newspaper,minimal traffic,high credibility
ldnews.com,neutral,high,usa,newspaper,minimal traffic,high credibility
lebanon-express.com,neutral,high,usa,newspaper,minimal traffic,high credibility
wellingtondailynews.com,neutral,high,usa,newspaper,minimal traffic,high credibility
lesoir.be,neutral,high,belgium,newspaper,high traffic,high credibility
lexch.com,neutral,high,usa,newspaper,minimal traffic,high credibility
lrt.lt,neutral,high,lithuania,website,high traffic,high credibility
liveuamap.com,neutral,mixed,usa,website,high traffic,high credibility
lancasteronline.com,neutral,high,usa,newspaper,medium traffic,high credibility
logically.ai,neutral,high,united kingdom,website,medium traffic,high credibility
lompocrecord.com,neutral,high,usa,newspaper,minimal traffic,high credibility
timescall.com,neutral,high,usa,newspaper,medium traffic,high credibility
reporterherald.com,neutral,high,usa,newspaper,medium traffic,high credibility
lovelycitizen.com,neutral,high,usa,newspaper,minimal traffic,high credibility
lowellsun.com,neutral,high,usa,newspaper,minimal traffic,high credibility
newsadvance.com,neutral,high,usa,newspaper,medium traffic,high credibility
mapleridgenews.com,left-center,high,canada,newspaper,medium traffic,high credibility
marinij.com,neutral,high,usa,newspaper,medium traffic,high credibility
emountainwave.com,neutral,high,usa,newspaper,minimal traffic,high credibility
timesrepublican.com,neutral,high,usa,newspaper,minimal traffic,high credibility
martinsvillebulletin.com,neutral,high,usa,newspaper,minimal traffic,high credibility
mcdowellnews.com,neutral,high,usa,newspaper,medium traffic,high credibility
mcphersonsentinel.com,neutral,high,usa,newspaper,minimal traffic,high credibility
mediapost.com,neutral,high,usa,website,medium traffic,high credibility
commercialappeal.com,neutral,high,usa,newspaper,medium traffic,high credibility
mendocinobeacon.com,neutral,high,usa,newspaper,minimal traffic,high credibility
myrecordjournal.com,neutral,high,usa,newspaper,medium traffic,high credibility
themesatribune.com,neutral,high,usa,newspaper,minimal traffic,high credibility
newsnationnow.com,neutral,high,usa,tv station,high traffic,high credibility
republic-online.com,neutral,high,usa,newspaper,minimal traffic,high credibility
millburysutton.com,neutral,high,usa,newspaper,minimal traffic,high credibility
livemint.com,neutral,mixed,india,newspaper,high traffic,medium credibility
modernhealthcare.com,neutral,high,usa,magazine,medium traffic,high credibility
monroenews.com,left-center,high,usa,newspaper,minimal traffic,high credibility
thenewsstar.com,left-center,high,usa,newspaper,medium traffic,high credibility
montenews.com,neutral,high,usa,newspaper,minimal traffic,high credibility
mooresvilletribune.com,neutral,high,usa,newspaper,medium traffic,high credibility
morganton.com,neutral,high,usa,newspaper,minimal traffic,high credibility
morningconsult.com,neutral,high,usa,organization/foundation,medium traffic,high credibility
flippinonline.com,neutral,high,usa,newspaper,minimal traffic,high credibility
muscatinejournal.com,neutral,high,usa,newspaper,minimal traffic,high credibility
mynewsla.com,neutral,mixed,usa,website,medium traffic,high credibility
navytimes.com,neutral,high,usa,newspaper,medium traffic,high credibility
newarkpostonline.com,neutral,high,usa,newspaper,minimal traffic,high credibility
newfolks.com,neutral,high,usa,website,minimal traffic,high credibility
newsandnews.com,neutral,high,usa,website,minimal traffic,high credibility
news24.com,neutral,high,south africa,website,high traffic,high credibility
newsguardtech.com,neutral,high,usa,website,medium traffic,high credibility
nujournal.com,neutral,high,usa,newspaper,minimal traffic,high credibility
nknews.org,neutral,mixed,usa,website,medium traffic,high credibility
northkoreatimes.com,neutral,mixed,usa,website,minimal traffic,medium credibility
nptelegraph.com,neutral,high,usa,newspaper,minimal traffic,high credibility
northtamatelegraph.com,neutral,high,usa,newspaper,minimal traffic,high credibility
nwfdailynews.com,neutral,high,usa,newspaper,medium traffic,high credibility
nwitimes.com,neutral,high,usa,newspaper,medium traffic,high credibility
novinite.com,neutral,mixed,bulgaria,website,medium traffic,high credibility
oanow.com,neutral,high,usa,newspaper,medium traffic,high credibility
openmindmag.org,neutral,high,usa,website,minimal traffic,high credibility
oregonlive.com,neutral,high,usa,newspaper,high traffic,high credibility
ormondbeachobserver.com,neutral,high,usa,newspaper,minimal traffic,high credibility
orovillemr.com,neutral,high,usa,newspaper,minimal traffic,high credibility
ottawaherald.com,neutral,high,usa,newspaper,minimal traffic,high credibility
oxfordmail.co.uk,neutral,high,united kingdom,newspaper,high traffic,high credibility
parkrecord.com,neutral,high,usa,newspaper,medium traffic,high credibility
pasadenastarnews.com,neutral,high,usa,newspaper,minimal traffic,high credibility
pjstar.com,neutral,high,usa,newspaper,medium traffic,high credibility
peoriatimes.com,neutral,high,usa,newspaper,minimal traffic,high credibility
pewresearch.org,neutral,high,usa,organization/foundation,high traffic,high credibility
starheraldnews.com,neutral,high,usa,newspaper,minimal traffic,high credibility
pontevedrarecorder.com,neutral,high,usa,newspaper,minimal traffic,high credibility
pratttribune.com,neutral,high,usa,newspaper,minimal traffic,high credibility
pressofatlanticcity.com,neutral,high,usa,newspaper,medium traffic,high credibility
punchbowl.news,neutral,high,usa,website,medium traffic,high credibility
queencreektribune.com,neutral,high,usa,newspaper,minimal traffic,high credibility
journaltimes.com,neutral,high,usa,newspaper,medium traffic,high credibility
audacy.com,neutral,high,usa,tv station,high traffic,high credibility
rferl.org,neutral,mixed,usa,website,high traffic,high credibility
rainylakegazette.com,neutral,high,usa,newspaper,minimal traffic,high credibility
rand.org,neutral,high,usa,organization/foundation,medium traffic,high credibility
ravallirepublic.com,neutral,high,usa,newspaper,minimal traffic,high credibility
redding.com,left-center,high,usa,newspaper,medium traffic,high credibility
redbluffdailynews.com,neutral,high,usa,newspaper,minimal traffic,high credibility
redlandsdailyfacts.com,neutral,high,usa,newspaper,minimal traffic,high credibility
redwoodfallsgazette.com,neutral,high,usa,newspaper,minimal traffic,high credibility
repustar.com,neutral,high,usa,organization/foundation,minimal traffic,high credibility
reuters.com,neutral,high,united kingdom,news agency,high traffic,high credibility
rexburgstandardjournal.com,neutral,high,usa,newspaper,minimal traffic,high credibility
rfi.fr,neutral,mixed,france,radio station,high traffic,high credibility
rocanews.com,neutral,mixed,usa,website,minimal traffic,medium credibility
rte.ie,neutral,high,ireland,tv station,high traffic,high credibility
sgvtribune.com,neutral,high,usa,newspaper,medium traffic,high credibility
santacruzsentinel.com,neutral,high,usa,newspaper,medium traffic,high credibility
santansun.com,neutral,high,usa,newspaper,minimal traffic,high credibility
starherald.com,neutral,high,usa,newspaper,minimal traffic,high credibility
scottsdaleairpark.com,neutral,high,usa,newspaper,minimal traffic,high credibility
scottsdale.org,neutral,high,usa,newspaper,minimal traffic,high credibility
semafor.com,neutral,high,usa,website,minimal traffic,high credibility
shareably.net,neutral,mixed,usa,website,medium traffic,medium credibility
valleynewstoday.com,neutral,high,usa,newspaper,minimal traffic,high credibility
shorensteincenter.org,neutral,high,usa,organization/foundation,minimal traffic,high credibility
sierrasun.com,neutral,high,usa,newspaper,medium traffic,high credibility
simplepolitics.co.uk,neutral,high,usa,website,minimal traffic,high credibility
skyhinews.com,neutral,high,usa,newspaper,minimal traffic,high credibility
sky.com,neutral,high,united kingdom,tv station,high traffic,high credibility
sleepyeyenews.com,neutral,high,usa,newspaper,minimal traffic,high credibility
aspentimes.com,neutral,high,usa,newspaper,minimal traffic,high credibility
socialmediatoday.com,neutral,high,usa,website,medium traffic,high credibility
orangeobserver.com,neutral,high,usa,newspaper,minimal traffic,high credibility
spectrumlocalnews.com,neutral,high,usa,website,medium traffic,high credibility
ny1.com,neutral,high,usa,tv station,medium traffic,high credibility
spectrumreport.com,neutral,mixed,usa,website,minimal traffic,low credibility
springfieldnewssun.com,neutral,high,usa,newspaper,medium traffic,high credibility
spotlightpa.org,neutral,high,usa,organization/foundation,minimal traffic,high credibility
statista.com,neutral,high,germany,website,high traffic,high credibility
steamboatpilot.com,neutral,high,usa,newspaper,medium traffic,high credibility
journal-advocate.com,neutral,high,usa,newspaper,minimal traffic,high credibility
sjnewsonline.com,neutral,high,usa,newspaper,minimal traffic,high credibility
strategypage.com,neutral,high,usa,website,medium traffic,high credibility
studyfinds.org,neutral,high,usa,website,medium traffic,high credibility
swvatoday.com,neutral,high,usa,newspaper,minimal traffic,high credibility
tahoedailytribune.com,neutral,high,usa,newspaper,medium traffic,high credibility
tamatoledonews.com,neutral,high,usa,newspaper,minimal traffic,high credibility
techspot.com,neutral,high,usa,website,high traffic,high credibility
thefoothillsfocus.com,neutral,high,usa,newspaper,minimal traffic,high credibility
tetonvalleynews.net,neutral,high,usa,newspaper,minimal traffic,high credibility
digitaltrends.com,neutral,high,usa,website,medium traffic,high credibility
